playlist_idx,hybrid_recommendations
510,"[131429, 86790, 60803, 50047, 232281, 64550, 235367, 87793, 16252, 74662, 129996, 54119, 116049, 237495, 149917, 86135, 53497, 7627, 98894, 245084, 130724, 62064, 90973, 49453, 241787, 221079, 77655, 193787, 238388, 189386, 5427, 68163, 249595, 217892, 229720, 203557, 52495, 166690, 16769, 106017, 91489, 218755, 136880, 37717, 191500, 234569, 56172, 191177, 66146, 180201]"
511,"[235367, 250306, 203557, 54047, 53497, 58505, 140314, 230184, 215457, 153789, 8445, 72522, 68163, 180819, 184725, 166690, 129996, 70529, 191177, 35237, 45282, 5894, 86135, 229720, 82682, 27071, 205833, 216240, 131429, 49453, 104413, 40301, 30051, 63084, 204678, 241787, 130094, 169595, 52772, 99868, 234471, 180201, 195884, 251689, 191316, 102443, 156348, 122751, 124094, 155439]"
535,"[14281, 201377, 33882, 247450, 20673, 206931, 64021, 208658, 228264, 180819, 36372, 19554, 142306, 211409, 83460, 199382, 191313, 93098, 118317, 109660, 249870, 227395, 224606, 48207, 78987, 82561, 144813, 119774, 217339, 103823, 33309, 45959, 124337, 138667, 201211, 251689, 231436, 10765, 156199, 118409, 249109, 191177, 168606, 116049, 216260, 158157, 146458, 99481, 251617, 215457]"
549,"[50047, 235367, 64550, 54047, 221079, 131429, 53497, 116049, 203557, 90973, 58505, 86135, 237495, 122751, 216374, 143123, 68163, 49453, 16769, 82682, 166690, 16252, 237415, 84826, 153789, 216252, 62064, 151584, 158927, 70529, 149917, 74662, 203253, 60803, 7627, 19825, 87793, 140314, 232281, 103098, 219734, 130724, 210354, 143095, 99868, 191177, 6089, 68844, 245084, 72522]"
563,"[129996, 208248, 19825, 50047, 16252, 121753, 131429, 250306, 149917, 86135, 62064, 143123, 86790, 68163, 64550, 151180, 181640, 122853, 249785, 193787, 249109, 156298, 73807, 94251, 102705, 190899, 90973, 237009, 63352, 237650, 203253, 237495, 162473, 58505, 33882, 207513, 166690, 180201, 218307, 114167, 95081, 143095, 80649, 209750, 216374, 74662, 11830, 104659, 218755, 130724]"
568,"[216374, 250306, 54047, 64550, 191316, 241787, 103098, 195884, 104413, 216240, 8445, 230184, 65433, 50047, 166690, 99481, 58505, 19825, 203253, 210354, 215457, 7627, 193787, 143095, 63084, 35237, 86135, 6089, 250666, 60803, 121753, 99868, 87793, 159681, 234425, 236977, 68163, 130724, 164641, 218755, 191426, 122751, 77655, 251815, 90973, 124237, 75949, 208529, 209437, 4153]"
571,"[180201, 149636, 124094, 135193, 110859, 235367, 116049, 63263, 29920, 103098, 131355, 67273, 204273, 229720, 191177, 203253, 216374, 250306, 189386, 237495, 72522, 193787, 121753, 14975, 124237, 3065, 165827, 207513, 96114, 54047, 151785, 232281, 236961, 180819, 210921, 249785, 107705, 193035, 190008, 195884, 221860, 97864, 45282, 36171, 33309, 252213, 109817, 245084, 130724, 73955]"
572,"[168606, 232729, 247450, 6666, 249109, 208658, 205239, 72522, 17731, 29052, 136850, 71481, 118317, 227170, 152463, 14281, 183213, 231840, 102026, 122336, 237495, 45282, 153669, 219789, 98590, 36372, 146458, 167597, 19554, 214548, 185063, 6447, 116897, 191177, 245418, 64021, 131177, 154108, 186479, 158157, 104659, 102584, 206931, 58147, 202104, 83460, 156346, 201377, 119774, 116049]"
574,"[235367, 116049, 237495, 140314, 234425, 63084, 216374, 14975, 251689, 216252, 237415, 221079, 174543, 143123, 47611, 86790, 241787, 250306, 32765, 50047, 53497, 203557, 27071, 191316, 90973, 151584, 58505, 64550, 5894, 193787, 174051, 74607, 70529, 190816, 130094, 184725, 103098, 30824, 131216, 218755, 186705, 153789, 37717, 65433, 180819, 231797, 136880, 30051, 72522, 99481]"
582,"[232729, 14281, 20673, 118317, 168606, 122336, 152463, 102026, 201377, 19554, 231840, 2180, 142306, 156346, 208658, 199382, 146458, 198641, 208248, 211409, 10765, 6666, 33882, 86424, 57572, 181596, 204569, 83460, 223774, 201211, 29052, 11188, 104413, 45282, 102584, 156199, 29032, 124337, 205239, 217217, 60993, 186479, 69011, 109660, 64021, 242974, 231436, 180819, 228264, 191177]"
593,"[27407, 121753, 35237, 206765, 149636, 128223, 24902, 83674, 241312, 203557, 180201, 103098, 220883, 63263, 40301, 245084, 191177, 99481, 142102, 237495, 219965, 45282, 169595, 35332, 102192, 104413, 9092, 181640, 203253, 219531, 250306, 250666, 208452, 45495, 76162, 215457, 135193, 124094, 131355, 249785, 48708, 170409, 92210, 181596, 236961, 235367, 39687, 37657, 37844, 68450]"
606,"[246081, 19814, 115065, 130032, 135948, 173821, 136468, 135471, 148753, 31007, 46380, 52260, 56322, 76387, 156321, 97330, 231254, 74117, 84507, 218685, 241625, 169451, 238860, 231587, 242196, 53442, 177055, 66741, 232845, 151359, 227614, 54114, 157693, 131254, 196134, 206871, 190925, 175642, 136905, 105644, 50367, 212781, 183235, 131439, 129035, 58141, 39147, 168149, 161162, 11865]"
617,"[16769, 237495, 216252, 86790, 221079, 237415, 68922, 235367, 116049, 143123, 65433, 216240, 203557, 72522, 64550, 30051, 219734, 8445, 191316, 151584, 234425, 5894, 190816, 99481, 184725, 7627, 250946, 75949, 174543, 187276, 53497, 32765, 250306, 215457, 70529, 58505, 84826, 96494, 210354, 195884, 37668, 54047, 17976, 130094, 103098, 190654, 27071, 231797, 39290, 236977]"
624,"[124094, 131355, 149636, 27407, 233897, 207513, 118618, 121753, 251849, 4748, 176912, 2125, 180201, 242528, 248699, 10765, 73955, 219965, 48207, 96114, 9092, 13597, 41723, 135193, 237495, 206765, 101103, 67273, 137396, 128223, 192515, 236247, 84309, 252213, 10377, 203253, 32876, 225936, 211000, 45282, 223646, 193035, 99481, 248655, 135627, 104413, 35800, 180819, 144118, 202244]"
625,"[206931, 14281, 118317, 36372, 142306, 133102, 2180, 11188, 146458, 19554, 20673, 232729, 29032, 208658, 205891, 57572, 187368, 118409, 242077, 110461, 73309, 207166, 201377, 34052, 42132, 234725, 199382, 197909, 110476, 115454, 71577, 62912, 45283, 61073, 204569, 217217, 93098, 124337, 82561, 217965, 71447, 211409, 9655, 168606, 215365, 249109, 37589, 168729, 4140, 203517]"
632,"[245084, 208248, 27407, 251849, 121753, 106017, 232281, 206765, 237293, 151180, 180201, 94251, 177254, 148728, 181349, 68844, 216540, 128223, 122853, 191177, 83674, 218307, 73807, 52357, 241312, 184785, 8706, 178741, 249785, 11830, 233897, 249109, 250306, 39687, 208452, 92846, 35332, 66146, 229720, 187591, 237650, 92210, 188391, 242528, 24902, 26659, 96623, 142102, 116522, 119775]"
633,"[246233, 104413, 217729, 250245, 75949, 34094, 179215, 122597, 237495, 98068, 17731, 87387, 192480, 36901, 222741, 128945, 188290, 209804, 116049, 143682, 6666, 243474, 59031, 220179, 244723, 192501, 149739, 112333, 38529, 32090, 57687, 212396, 212781, 117402, 245418, 169785, 243131, 247450, 191177, 31885, 16769, 10765, 219379, 92245, 175382, 90867, 72522, 136850, 6447, 251689]"
640,"[212881, 61398, 232829, 35659, 202567, 85574, 50040, 219637, 56073, 130606, 251617, 243676, 250210, 113242, 220747, 181016, 123985, 109155, 232953, 14306, 164042, 235251, 77604, 249070, 34319, 219293, 122853, 180091, 56457, 229551, 64204, 14025, 35237, 6200, 102680, 62935, 228386, 181349, 151180, 31550, 48713, 237978, 47219, 111610, 213691, 224295, 155500, 100372, 146827, 123705]"
708,"[16769, 235367, 216374, 221079, 140314, 54047, 72522, 250306, 64550, 86790, 35237, 219734, 143123, 168606, 191177, 184725, 45282, 104413, 84826, 180201, 99481, 29052, 249109, 251689, 40301, 27071, 121753, 8445, 202106, 152463, 68844, 208658, 216240, 53497, 180819, 102026, 153789, 207513, 215457, 65433, 118317, 190816, 30051, 10765, 232729, 242528, 58505, 210354, 216252, 230184]"
733,"[113608, 143123, 65642, 96476, 45217, 12583, 164776, 127525, 64550, 207513, 132143, 12274, 916, 205338, 201066, 99298, 195884, 172058, 244555, 163050, 181596, 242528, 45825, 170291, 224445, 16769, 224099, 124497, 123310, 112869, 76833, 98787, 93035, 105613, 45945, 134388, 105061, 234281, 57383, 204904, 96186, 153182, 138782, 250946, 10737, 90768, 30051, 64107, 144813, 154961]"
746,"[180201, 193787, 149636, 181640, 121753, 242528, 191177, 250306, 249785, 163048, 63263, 97864, 9092, 215457, 27407, 131355, 251849, 116049, 86135, 96623, 205833, 206765, 219531, 236961, 135193, 145548, 216374, 235367, 144327, 2125, 103098, 209437, 68450, 96114, 44387, 209209, 210921, 68045, 86790, 130724, 74000, 203253, 48708, 1439, 13597, 5427, 219965, 11830, 56352, 216001]"
764,"[184725, 104413, 140314, 110859, 180201, 116049, 251689, 35237, 251311, 225852, 104659, 209750, 237495, 235367, 245418, 207513, 27071, 30051, 212396, 249785, 194878, 190816, 250306, 6200, 8445, 148651, 50136, 10765, 191316, 181640, 181767, 208248, 144877, 48708, 38862, 202530, 18997, 14975, 221079, 30287, 29626, 34347, 163048, 216374, 191177, 114167, 122853, 83460, 228264, 29032]"
766,"[104413, 194878, 208248, 72522, 237495, 24170, 115697, 251689, 219531, 212881, 184725, 191177, 33882, 180201, 118618, 121753, 216374, 240000, 209750, 195884, 103098, 181349, 14975, 140167, 203557, 48708, 116049, 235367, 94251, 122853, 37668, 29052, 53696, 249109, 218307, 104659, 8706, 53989, 224295, 249785, 250666, 140314, 193787, 232729, 151180, 90768, 181596, 251617, 86963, 155439]"
771,"[245418, 1870, 168281, 5923, 73413, 126330, 225394, 32793, 64861, 53316, 73321, 212784, 215498, 167934, 181133, 9012, 203184, 247083, 119084, 236181, 80496, 170831, 235304, 196135, 12798, 31652, 101857, 50124, 176517, 144575, 133000, 107721, 62531, 215630, 183653, 226684, 199180, 180372, 56592, 172163, 83087, 142031, 172600, 152458, 78942, 201765, 213324, 23217, 49817, 116591]"
775,"[24894, 223500, 87407, 39886, 31247, 243346, 29168, 167959, 98587, 214963, 111210, 160696, 220566, 197819, 164410, 27462, 213519, 200144, 157965, 110177, 136563, 201659, 156638, 122899, 208154, 229807, 29421, 126211, 233692, 136149, 6933, 205674, 74170, 125975, 29568, 204150, 33722, 69803, 245576, 54047, 203538, 181656, 55584, 24607, 157392, 9868, 58159, 209896, 191528, 120137]"
792,"[181349, 208248, 151180, 121753, 224428, 94251, 10765, 58141, 82207, 8706, 121663, 52357, 122853, 148728, 143095, 251385, 188391, 130724, 33199, 70292, 132987, 114531, 218498, 130048, 27515, 208864, 187591, 73995, 128223, 120316, 33108, 243881, 147641, 129898, 96776, 56322, 232861, 155923, 20607, 87306, 205403, 237293, 251849, 221386, 205960, 237330, 213713, 30287, 162494, 100055]"
798,"[14975, 16769, 203557, 140314, 221079, 235367, 2000, 86790, 184725, 251689, 216374, 90724, 45282, 30051, 116049, 72522, 53497, 219734, 250306, 48553, 216240, 76572, 11397, 157873, 237415, 103098, 143123, 43658, 75949, 191641, 85556, 8445, 146644, 216252, 174051, 131216, 179215, 172576, 77411, 191316, 250946, 54047, 20640, 131429, 209344, 236977, 43498, 221728, 63084, 32090]"
800,"[208658, 228264, 102584, 249785, 118409, 73829, 110461, 168606, 104413, 242974, 203517, 231436, 217965, 63511, 18997, 2180, 93098, 12634, 71577, 232729, 125467, 201211, 34052, 249109, 122336, 251973, 30840, 148651, 245858, 29052, 10765, 104659, 77745, 167186, 115454, 247450, 198641, 245418, 2083, 152463, 202106, 142306, 63352, 21984, 29032, 156346, 53985, 44825, 82561, 45283]"
804,"[50047, 249785, 35237, 86790, 86135, 64550, 116049, 191177, 131429, 153789, 235367, 149917, 130724, 57996, 237495, 56156, 68844, 96809, 193787, 129996, 232281, 203557, 229720, 103098, 68163, 6765, 26659, 54047, 27407, 49453, 14975, 97864, 181640, 90973, 62064, 110859, 92846, 216374, 156298, 207513, 119775, 121813, 245084, 189386, 249186, 221079, 234647, 216001, 67273, 104413]"
814,"[208248, 94251, 73807, 218307, 212881, 8706, 246233, 208658, 251617, 181349, 30287, 151180, 53989, 123705, 181839, 144388, 157887, 48713, 116522, 221104, 187591, 224295, 120481, 125282, 150019, 104659, 175799, 70641, 213049, 248058, 172211, 228264, 150151, 247450, 20673, 6666, 43211, 104413, 249785, 226515, 165858, 250228, 232710, 48557, 250210, 76812, 168606, 201211, 79059, 134143]"
819,"[58141, 231254, 148753, 246081, 116526, 130032, 135948, 97330, 208864, 129186, 132684, 10137, 77657, 76387, 82207, 129035, 4645, 173821, 97130, 206400, 136468, 176401, 221506, 66741, 168341, 135397, 108071, 19814, 135471, 46380, 241625, 31007, 156321, 165802, 106318, 54114, 115065, 186858, 238860, 187794, 74117, 11865, 168149, 168507, 232845, 905, 171412, 7580, 79611, 227614]"
827,"[17731, 179215, 208730, 185063, 197789, 174531, 6447, 57687, 182505, 203882, 151293, 115640, 55221, 17359, 78618, 249333, 42037, 16769, 30450, 242093, 7184, 62292, 243131, 68055, 118679, 140151, 206236, 227170, 148812, 155891, 131177, 42147, 43248, 20655, 186690, 200727, 237495, 113948, 112935, 229890, 120390, 74841, 163713, 4128, 126858, 53478, 123447, 235367, 123422, 250245]"
831,"[237495, 116049, 184725, 216374, 99481, 16769, 14975, 250306, 221079, 203557, 103098, 209437, 86790, 35237, 70529, 237415, 191177, 143123, 64550, 193787, 204273, 242528, 130094, 53497, 104413, 216240, 191316, 29626, 122900, 219531, 54047, 234425, 194878, 65433, 124094, 84826, 216252, 24170, 40301, 180201, 153789, 203253, 219734, 48708, 63084, 249109, 139096, 64021, 68922, 187276]"
833,"[73413, 1870, 168281, 64861, 154435, 134300, 126330, 241388, 77189, 2933, 53316, 32793, 73321, 215498, 236181, 167934, 247083, 170831, 212784, 196135, 26840, 30534, 12798, 31652, 133000, 9012, 203927, 145634, 176517, 203184, 31570, 50124, 23217, 107721, 101857, 226684, 23252, 181133, 142963, 1706, 20910, 168210, 85508, 13191, 180372, 215630, 83087, 142031, 249916, 119084]"
843,"[247450, 6666, 219789, 216260, 33445, 103823, 143682, 29052, 204569, 87806, 14281, 250362, 227395, 132812, 207476, 58044, 246233, 126786, 150326, 10765, 104659, 212881, 205239, 244627, 36372, 104413, 109660, 49966, 161746, 154108, 168606, 84055, 201211, 215955, 249773, 199382, 146458, 206931, 34319, 231840, 2180, 227170, 175382, 71481, 186479, 233005, 119774, 213713, 69011, 49096]"
854,"[237495, 235367, 16769, 72522, 14975, 250306, 221079, 216374, 104413, 103098, 237415, 143123, 203557, 86790, 215457, 27071, 241787, 219734, 184725, 251689, 68844, 180201, 35237, 191316, 8445, 5894, 84826, 130094, 118317, 64550, 202106, 193787, 216252, 121753, 70529, 242528, 99481, 7627, 143095, 10765, 203253, 53497, 158927, 201211, 45282, 102026, 216240, 131429, 110859, 6089]"
856,"[27407, 66146, 207513, 242528, 251849, 250666, 33309, 128223, 116049, 54047, 193787, 241312, 216001, 49041, 236961, 3689, 216540, 245084, 220883, 109817, 83674, 233897, 249109, 144118, 14975, 121753, 151785, 29626, 37668, 232281, 209750, 64021, 241787, 3759, 107705, 180819, 216374, 124094, 37657, 110859, 118618, 36171, 155954, 116178, 225778, 203557, 100453, 215457, 193035, 92210]"
859,"[83411, 187948, 150480, 249785, 247450, 45282, 6200, 195198, 84826, 231121, 57687, 10765, 46465, 133974, 202530, 156313, 117652, 76812, 88393, 150105, 108625, 237218, 181987, 142474, 62725, 122751, 249109, 205901, 68254, 83460, 224295, 86790, 207513, 18356, 41041, 84281, 215457, 156868, 115897, 196582, 38862, 103823, 169785, 20607, 143095, 216477, 229177, 147304, 139628, 251617]"
863,"[86790, 116049, 64550, 53497, 50047, 237415, 16769, 143123, 210354, 140314, 14975, 58505, 7627, 103098, 166690, 219734, 72522, 216252, 70529, 82682, 203253, 74662, 90973, 191177, 49453, 68163, 65433, 16252, 139096, 54119, 130724, 151584, 8445, 149917, 77655, 30051, 19825, 3065, 27071, 180201, 234471, 232281, 245084, 35237, 99481, 122751, 195884, 207513, 234425, 209437]"
873,"[86790, 14975, 216374, 64550, 116049, 250306, 143123, 219734, 210354, 5894, 54047, 99481, 70529, 203253, 103098, 191316, 166690, 27071, 65143, 7627, 63084, 122751, 90973, 104413, 241787, 234471, 99868, 40301, 68163, 134758, 215457, 156348, 164641, 146644, 45282, 217892, 159681, 19825, 75949, 250946, 140167, 204678, 149917, 129996, 191177, 4153, 131429, 47611, 29920, 184979]"
877,"[102047, 242093, 164304, 55018, 54597, 50479, 95331, 246353, 160280, 244402, 212935, 1215, 143757, 81608, 137177, 12877, 179202, 50420, 219747, 72588, 236425, 211015, 179863, 83771, 62270, 113762, 137456, 180233, 8466, 241207, 82628, 35919, 872, 202530, 195310, 232762, 47228, 247078, 74130, 32944, 36860, 224252, 213151, 88352, 155591, 115811, 196278, 38528, 62064, 172181]"
879,"[235367, 230184, 143123, 210354, 54047, 7627, 5894, 65143, 190816, 218755, 103098, 166690, 72522, 70529, 153789, 30051, 234425, 8445, 82682, 77655, 90973, 251689, 184725, 86135, 104413, 129996, 143095, 241787, 62064, 149917, 19825, 49453, 68844, 40301, 191177, 195884, 27071, 139096, 156348, 191316, 209437, 62757, 131429, 6089, 216240, 99868, 193787, 217892, 130094, 16252]"
885,"[245418, 32793, 73413, 77189, 247083, 50124, 126330, 154435, 145634, 23252, 78942, 60304, 241388, 83087, 249916, 64166, 30534, 170831, 168210, 1706, 251981, 144575, 190572, 154977, 31570, 20910, 168405, 152458, 215630, 211110, 97551, 183653, 136121, 172600, 62531, 183969, 17425, 210611, 47920, 202820, 9096, 128613, 87380, 142690, 211035, 56592, 245662, 196426, 232590, 126844]"
896,"[93035, 219594, 222280, 201531, 113794, 170027, 247207, 66497, 199099, 233739, 201437, 117801, 104413, 212382, 171756, 191243, 187394, 173916, 126940, 194093, 126298, 166174, 81682, 184592, 12977, 155865, 160881, 98775, 223104, 57666, 103348, 244738, 46204, 232521, 55719, 38921, 83926, 10513, 185058, 73381, 79967, 57738, 14481, 45282, 34474, 247450, 189048, 123921, 246412, 38276]"
897,"[251849, 216540, 149636, 124094, 121753, 209437, 131355, 233897, 206765, 118618, 219965, 128223, 2125, 11830, 203253, 242528, 241312, 135193, 52357, 35237, 236961, 142102, 83674, 35332, 13597, 170299, 103098, 9092, 39687, 76162, 169595, 44387, 13475, 37844, 96114, 135627, 180201, 252213, 4748, 41723, 32876, 107705, 61815, 250306, 225936, 217395, 237293, 98873, 245084, 170409]"
910,"[233262, 249020, 50686, 4355, 34052, 165011, 13371, 14306, 23200, 250762, 81498, 14800, 119491, 36594, 131295, 121368, 161097, 199278, 195414, 67104, 247115, 151876, 193623, 192386, 216265, 218249, 159610, 228347, 132756, 200610, 209492, 208787, 157804, 139687, 234733, 49543, 33113, 163748, 126176, 156199, 28205, 6191, 66877, 106710, 182063, 238201, 199200, 96144, 89834, 127834]"
911,"[73381, 126838, 14481, 155865, 169343, 44106, 189048, 209088, 234902, 102641, 246412, 184651, 171756, 174875, 117801, 65195, 170027, 33032, 113794, 184592, 145134, 34474, 73096, 233739, 57666, 247207, 103348, 168606, 160881, 36633, 187394, 81682, 180162, 244738, 55719, 126940, 184076, 185058, 11845, 166174, 90986, 66043, 10409, 33637, 232521, 28632, 126298, 78141, 223104, 139360]"
913,"[191313, 144813, 109660, 245418, 232729, 113368, 228264, 2180, 247450, 201211, 51805, 198709, 227395, 118317, 198641, 34319, 168972, 186479, 124337, 5889, 14281, 216260, 168606, 47657, 138775, 122336, 173813, 156346, 172218, 244627, 119774, 242974, 57263, 103441, 219637, 69920, 161772, 24985, 167934, 16775, 102026, 20673, 120838, 1287, 215498, 138667, 183213, 177435, 73951, 64637]"
915,"[235367, 84826, 216374, 237415, 203557, 116049, 82682, 219734, 54047, 16252, 7627, 86135, 103098, 122751, 5894, 72522, 68163, 68844, 99868, 19825, 87793, 189386, 184725, 209437, 60803, 3065, 251689, 232281, 204678, 207513, 27071, 234425, 241787, 195884, 106903, 158927, 4153, 30051, 190899, 46586, 45282, 121753, 164641, 143095, 249109, 215457, 249186, 217892, 191177, 2803]"
