playlist_idx,cluster,tracks_to_predict,random_recommendations,collaborative_filtering_recommendations,content_based_unweigted_recommendations,content_based_weigted_recommendations,hybrid_recommendations
732,3,"['143710' '149016' '86070' '219928' '228967' '129953' '163850' '240737'
 '67227' '196866']","[94434, 78723, 151512, 52260, 205791, 91200, 186658, 240290, 36646, 233674, 79593, 61795, 205077, 251169, 28990, 105409, 59575, 201570, 241407, 210346, 18418, 46900, 29844, 233479, 212065, 132257, 78055, 212353, 76264, 157666, 126307, 30287, 168063, 54154, 162066, 133652, 24570, 141735, 158116, 88024, 215659, 233127, 159593, 185477, 211405, 17773, 57194, 89553, 78465, 152783]","[208248, 121753, 94251, 181349, 122853, 219637, 187591, 212881, 224428, 115704, 172218, 61398, 50040, 218307, 184785, 221104, 73807, 157887, 188391, 162121, 251849, 174692, 30287, 116522, 150151, 120481, 150019, 164042, 53989, 8706, 125282, 237293, 130606, 72679, 43867, 128223, 48713, 176362, 181839, 232710, 134143, 213049, 20607, 172211, 56073, 123705, 182371, 248058, 178318, 246233]","[129186, 46071, 251938, 174658, 213430, 188777, 48931, 71406, 170109, 61867, 175642, 174374, 189635, 208248, 13755, 130370, 226146, 217420, 86497, 80909, 883, 106748, 246657, 69460, 33199, 205289, 94888, 102774, 29052, 20282, 110961, 230127, 72599, 106017, 203567, 168101, 5256, 183230, 216056, 71203, 185445, 215524, 100692, 76387, 219637, 202161, 176680, 246772, 159996, 212315]","[96091, 9052, 129186, 10113, 76387, 218657, 16023, 146257, 97130, 127007, 72286, 151359, 119705, 84309, 142344, 30362, 16197, 216087, 45196, 101624, 112635, 152287, 218366, 251227, 174557, 218275, 177055, 82207, 185239, 145684, 164476, 240182, 114018, 166390, 168101, 219734, 232281, 61460, 2964, 199379, 246756, 251229, 247393, 203882, 111127, 26657, 212781, 249904, 186955, 188777]","[208248, 94251, 181349, 122853, 121753, 219637, 184785, 187591, 224428, 188391, 212881, 150151, 157887, 35237, 172218, 181839, 115704, 30287, 218307, 125282, 53989, 242528, 48713, 61398, 120481, 73807, 134143, 232710, 50040, 162121, 123705, 176362, 130606, 251849, 178318, 23414, 128223, 164042, 83674, 172211, 175799, 43867, 233897, 237293, 72679, 79059, 241312, 240955, 182466, 3253]"
757,1,"['59128' '218011' '141809' '38815' '73955' '233897' '221944' '199022'
 '184994' '199467']","[212105, 246591, 112456, 93600, 143386, 50715, 27848, 87703, 109504, 241984, 135223, 115686, 25101, 207873, 78534, 55886, 1710, 27301, 100428, 206952, 15143, 87241, 80312, 141585, 97334, 2234, 247724, 219146, 162071, 90626, 245547, 13958, 155554, 43662, 125053, 41989, 212008, 17945, 209896, 51589, 135516, 193399, 238026, 104807, 55730, 52829, 140139, 2699, 24534, 72851]","[191313, 168606, 202106, 152463, 6666, 104413, 249109, 191177, 20673, 180201, 45282, 35237, 232729, 208658, 168972, 111863, 180819, 227395, 201211, 57996, 154108, 219789, 26659, 182505, 118317, 151293, 29052, 113368, 17731, 103098, 208248, 122336, 186479, 170436, 119775, 204569, 78987, 201377, 207476, 250306, 71825, 154321, 198709, 198293, 14281, 83460, 9975, 227170, 71481, 29246]","[93035, 250306, 26659, 123704, 29052, 208248, 180201, 242528, 237495, 154312, 245084, 3939, 241891, 234445, 221079, 251276, 33309, 71907, 235367, 122336, 19278, 35237, 130522, 162254, 218275, 219881, 14364, 63352, 121753, 60192, 56156, 10377, 58917, 97301, 12343, 167186, 53497, 50047, 103098, 129186, 190011, 191673, 97904, 176346, 44263, 224238, 44246, 249785, 69011, 169352]","[93035, 123704, 26659, 235367, 250306, 96552, 221079, 237495, 208248, 241891, 242528, 53497, 249785, 251276, 14364, 180201, 210778, 58917, 245084, 227260, 149917, 16769, 119775, 218275, 3939, 29052, 235722, 44263, 162254, 223858, 103098, 229720, 141420, 110708, 225394, 234445, 219881, 143123, 64550, 53989, 232281, 193787, 154312, 121753, 203643, 82821, 50047, 20106, 182334, 138983]","[168606, 191313, 104413, 152463, 202106, 6666, 232729, 35237, 191177, 20673, 249109, 180201, 208658, 45282, 201211, 111863, 227395, 151293, 219789, 103098, 154108, 168972, 182505, 208248, 57996, 204569, 17731, 207476, 198293, 83460, 154321, 122336, 119775, 113368, 14281, 170436, 29052, 26659, 186479, 78987, 214548, 201377, 118317, 71825, 207513, 180819, 29246, 227170, 71481, 249870]"
769,1,"['83962' '139140' '94151' '162494' '245992' '51548' '141224' '115610'
 '184737' '132478']","[150850, 177993, 66096, 140124, 105103, 150029, 183869, 100999, 3732, 112166, 17902, 159101, 231238, 225863, 163354, 91395, 33466, 22136, 37473, 98947, 65931, 86457, 159132, 80767, 233786, 130925, 171030, 137718, 249452, 109995, 57352, 39335, 13352, 123186, 135060, 244065, 225192, 220019, 127606, 32526, 152361, 153266, 134659, 186589, 162373, 81537, 82630, 48987, 228035, 223029]","[27407, 242528, 207513, 103098, 251849, 216540, 35237, 206765, 104413, 181596, 249109, 170299, 209437, 24902, 219965, 149636, 121753, 115454, 221079, 68844, 58505, 64550, 118618, 67273, 142102, 250306, 52357, 86790, 191177, 203253, 128223, 237495, 39687, 241312, 41723, 153789, 35332, 63263, 152463, 235367, 83674, 98873, 116049, 202106, 208452, 102192, 68796, 168606, 225936, 249785]","[250306, 208248, 251276, 96211, 245084, 97301, 219637, 14364, 56156, 193787, 122245, 86497, 188391, 121753, 180201, 140411, 243869, 142102, 174796, 240182, 26659, 184975, 83954, 142387, 83517, 232281, 191313, 82657, 154312, 223154, 114637, 224295, 64166, 24004, 165876, 104302, 63352, 187095, 46900, 237495, 219524, 210624, 143113, 59604, 99694, 178857, 166948, 74472, 217598, 111552]","[208248, 250306, 96552, 245084, 10113, 129186, 203643, 82657, 147415, 104302, 129429, 56156, 17758, 241321, 53989, 24004, 138601, 180151, 27701, 191471, 142482, 250382, 140411, 169201, 22850, 206604, 193787, 97301, 234445, 12343, 191313, 150180, 112899, 102192, 240182, 140857, 144800, 35237, 145619, 133507, 14364, 26659, 112936, 149608, 137291, 2125, 29246, 251849, 83954, 63352]","[27407, 103098, 242528, 251849, 207513, 216540, 35237, 104413, 206765, 24902, 170299, 209437, 249109, 121753, 219965, 149636, 181596, 203253, 68844, 116049, 191177, 237495, 142102, 52357, 153789, 115454, 202106, 39687, 118618, 53497, 168606, 67273, 98873, 221079, 86790, 41723, 237293, 128223, 64550, 249785, 44387, 37844, 35332, 208452, 102584, 152463, 68796, 135193, 208511, 241312]"
780,1,"['250306' '89210' '223646' '44742' '236961' '193803' '13597' '63477'
 '153257' '166576']","[76255, 171034, 30780, 30967, 11771, 119350, 41139, 186061, 230143, 98080, 170062, 231317, 50688, 97363, 105739, 31417, 9006, 145421, 114210, 178143, 248028, 40407, 132809, 5778, 204370, 39076, 54500, 168167, 232553, 225280, 8852, 162526, 150305, 33202, 86556, 45147, 99124, 78284, 158084, 42020, 27095, 23079, 88908, 31926, 246835, 238833, 8435, 66621, 44606, 40819]","[35237, 203557, 103098, 250306, 27407, 116049, 235367, 53497, 216374, 68844, 221079, 203253, 16769, 14975, 99481, 86790, 30051, 191177, 40301, 72522, 251849, 84826, 140314, 237415, 169595, 251689, 58505, 54047, 168606, 250666, 181596, 143123, 86135, 181640, 229720, 128223, 219531, 193787, 215457, 27071, 130724, 191316, 245084, 233897, 216540, 216252, 166690, 195884, 155439, 122900]","[208248, 250306, 251276, 237495, 245084, 232281, 26659, 14364, 129186, 180201, 163621, 234445, 97301, 227992, 82657, 235367, 193787, 241891, 165876, 64166, 149917, 154312, 243869, 97904, 195028, 10377, 3939, 218275, 86497, 56156, 83954, 197764, 96211, 188391, 121753, 219881, 63352, 190011, 223154, 33309, 74000, 33687, 106017, 174796, 111552, 240182, 58917, 196009, 223858, 219637]","[96552, 250306, 208248, 249785, 234445, 26659, 129186, 147415, 203643, 169201, 223858, 137291, 14364, 53989, 35237, 63221, 56156, 104302, 82657, 234425, 163621, 218275, 245084, 22850, 83954, 218657, 149917, 144800, 241321, 237495, 12343, 27701, 153676, 10113, 142482, 112272, 121136, 177254, 180151, 2125, 129429, 232281, 229720, 16769, 97301, 17758, 191313, 153712, 180201, 138601]","[203557, 35237, 27407, 250306, 103098, 235367, 116049, 53497, 68844, 16769, 216374, 221079, 203253, 14975, 191177, 86790, 30051, 99481, 72522, 40301, 237415, 143123, 181596, 54047, 250666, 84826, 251849, 251689, 169595, 140314, 219531, 181640, 86135, 130724, 128223, 149636, 58505, 193787, 122900, 9092, 216252, 166690, 215457, 168606, 216540, 233897, 245084, 27071, 10765, 225936]"
790,3,"['165802' '177774' '209090' '236473' '169641' '220354' '130947' '129719'
 '174557' '127431']","[80976, 144266, 72148, 230316, 21348, 60371, 71893, 62507, 109083, 198888, 113625, 68440, 92062, 236893, 231830, 47993, 175934, 132365, 185122, 247516, 82919, 22923, 199740, 78707, 11963, 63111, 214124, 147172, 239393, 206190, 160257, 32599, 201910, 107179, 10753, 52466, 218827, 85329, 77400, 20520, 38444, 211944, 180925, 93505, 132492, 41143, 19026, 203435, 110972, 86700]","[246233, 192501, 80634, 189533, 59031, 212781, 186690, 220179, 130947, 148812, 115710, 196582, 56322, 142578, 89715, 192480, 147304, 76812, 137221, 67123, 32809, 41041, 197030, 36901, 208382, 235751, 116456, 183235, 64220, 54159, 160121, 169034, 174557, 228721, 227353, 98948, 83301, 68950, 143682, 10133, 181839, 243474, 33317, 38245, 177774, 241648, 178066, 235531, 39909, 91718]","[168149, 174557, 89018, 205408, 220179, 143105, 98081, 82207, 40743, 80118, 152619, 117402, 242325, 130370, 184315, 35325, 109202, 242693, 160049, 144673, 181839, 154072, 183873, 110728, 40981, 21231, 130368, 30573, 147439, 21931, 26272, 95510, 45073, 99309, 226293, 115389, 51256, 206614, 133318, 209374, 177157, 43248, 208382, 141508, 122969, 76387, 6424, 147304, 107828, 71523]","[97130, 40743, 175772, 208382, 80118, 147304, 53441, 117402, 133974, 48091, 30833, 38929, 209131, 38892, 218657, 184315, 174557, 126456, 26657, 9434, 177157, 91305, 205408, 169034, 52260, 82207, 150640, 23543, 148380, 196784, 84350, 135582, 192049, 237951, 66056, 48085, 63241, 21098, 29122, 249539, 238860, 211890, 160679, 211431, 41191, 146852, 203882, 19958, 129186, 6447]","[246233, 192501, 189533, 80634, 212781, 59031, 186690, 220179, 148812, 130947, 142578, 56322, 115710, 196582, 147304, 76812, 89715, 192480, 137221, 67123, 36901, 32809, 197030, 41041, 208382, 235751, 116456, 64220, 160121, 183235, 10133, 169034, 228721, 54159, 98948, 83301, 33317, 174557, 181839, 243474, 227353, 143682, 241648, 68950, 177774, 235531, 91718, 38245, 39909, 178066]"
791,2,"['165027' '229629' '152461' '51414' '45282' '188191' '180201' '153789'
 '243066' '229629']","[226279, 136019, 231196, 237958, 242911, 183491, 222011, 44270, 154681, 12723, 188686, 20808, 153512, 209249, 171395, 146994, 192931, 239157, 94743, 166922, 50639, 223799, 116387, 120630, 182649, 136146, 121492, 14843, 208237, 124499, 183136, 158695, 59427, 66023, 174861, 193292, 209825, 141089, 82667, 19456, 231122, 127144, 199285, 89438, 220255, 968, 173001, 34769, 72388, 25636]","[140314, 237495, 184725, 235367, 116049, 45282, 16769, 219734, 202106, 186258, 47611, 191177, 68844, 103098, 99481, 191316, 221079, 153789, 85508, 97551, 30051, 35237, 13191, 174543, 215457, 106804, 216374, 250306, 30534, 110859, 64021, 157873, 180819, 196135, 143123, 203557, 134300, 237415, 180201, 85556, 54047, 212784, 20673, 218728, 53497, 247083, 216252, 77189, 247450, 68922]","[29052, 93035, 250306, 123704, 219881, 208248, 26659, 234445, 221079, 19278, 180201, 44263, 237495, 246233, 245084, 251276, 145268, 63352, 53497, 242528, 235367, 62757, 71907, 35237, 232281, 119775, 97904, 149917, 36171, 241891, 103098, 10377, 191673, 216283, 33309, 218275, 218965, 118771, 54630, 144402, 190011, 5790, 234768, 162254, 7627, 129186, 12343, 179215, 50047, 86135]","[26659, 93035, 96552, 123704, 218275, 250306, 53497, 149917, 29052, 235367, 241891, 237495, 221079, 63352, 242528, 3939, 193787, 251276, 180201, 156298, 236433, 14364, 249785, 44263, 208248, 245084, 235722, 219881, 3584, 234445, 141420, 162254, 229720, 119775, 168451, 110708, 53989, 103098, 64550, 223858, 118771, 58917, 97551, 29246, 191269, 50047, 154312, 120212, 225394, 44246]","[140314, 184725, 237495, 16769, 235367, 116049, 45282, 30051, 186258, 202106, 103098, 99481, 47611, 68844, 143123, 85508, 219734, 13191, 191316, 106804, 97551, 35237, 237415, 216252, 191177, 221079, 216374, 174543, 30534, 134300, 157873, 85556, 203557, 250306, 54047, 153789, 196135, 218728, 180819, 70529, 249109, 64550, 247450, 20673, 212784, 118317, 180201, 236977, 68922, 234425]"
797,3,"['203455' '191177' '121753' '30318' '149886' '106661' '157057' '108008'
 '67166' '49041']","[122404, 79752, 32570, 139385, 194717, 196081, 142991, 251342, 108269, 35690, 209887, 31224, 223132, 66250, 237142, 203464, 231584, 135140, 184839, 224176, 176107, 182944, 136436, 206726, 118406, 138797, 239450, 107336, 134999, 145600, 164172, 220471, 234884, 98474, 236835, 49110, 182019, 27295, 131353, 112244, 175910, 80055, 218293, 19020, 229999, 16813, 7113, 137419, 5681, 169842]","[38529, 103823, 125282, 34094, 251617, 181839, 250228, 217729, 86938, 29052, 122597, 220817, 220179, 9975, 59031, 247450, 209804, 83411, 132812, 149739, 197030, 186690, 183213, 212781, 189533, 132838, 189825, 147304, 12164, 209988, 192501, 76812, 227395, 143682, 121753, 10133, 128513, 134143, 39349, 117402, 72238, 160121, 115859, 188290, 112333, 90867, 89715, 208248, 210566, 232729]","[29052, 208248, 129186, 26659, 237495, 154312, 218965, 14364, 180201, 168149, 251276, 3939, 122336, 235367, 162254, 64892, 151898, 121753, 58917, 138983, 250306, 73995, 249785, 176346, 235385, 154072, 130368, 235722, 22771, 166805, 153844, 143105, 245084, 48368, 82207, 117402, 97330, 223154, 87806, 184315, 60192, 97301, 212781, 141508, 68844, 29790, 57902, 124094, 135363, 53497]","[208248, 129186, 232281, 234445, 29052, 96552, 103098, 97904, 235367, 203882, 9434, 147304, 247320, 96091, 121753, 174557, 60873, 219379, 235670, 171745, 6447, 97330, 208382, 135948, 251276, 218657, 37636, 82207, 58917, 164949, 24489, 249785, 34094, 53441, 84255, 245084, 115710, 122597, 26048, 142344, 80445, 136468, 149917, 111863, 133974, 26657, 117402, 185602, 31210, 160679]","[103823, 38529, 251617, 125282, 34094, 250228, 181839, 9975, 217729, 29052, 122597, 86938, 220179, 83411, 132812, 220817, 59031, 247450, 149739, 209804, 189533, 186690, 197030, 183213, 212781, 132838, 192501, 12164, 147304, 143682, 209988, 10133, 189825, 76812, 227395, 128513, 39349, 117402, 90867, 242879, 121753, 232729, 237495, 104659, 89715, 115859, 134143, 25568, 188290, 112333]"
799,0,"['181784' '49249' '15366' '70375' '201591' '55958' '50823' '233084'
 '227494' '107728']","[175943, 40908, 186674, 30680, 21206, 108242, 80332, 101934, 70377, 36383, 170305, 75831, 236806, 40749, 110850, 197487, 83385, 174041, 40388, 237766, 175480, 228499, 16385, 233639, 73410, 20582, 234123, 173906, 188445, 111247, 47413, 117372, 18269, 193050, 173851, 2354, 94827, 209377, 46417, 127324, 215040, 105771, 150086, 207083, 122026, 95582, 23916, 93837, 68198, 22175]","[121753, 219637, 181349, 114167, 151180, 33882, 242528, 50040, 239354, 58073, 61398, 132243, 130606, 208248, 80649, 61260, 148576, 115704, 104413, 148282, 172218, 224569, 36527, 250306, 237495, 212824, 11830, 82142, 85947, 122853, 203526, 164042, 20809, 237415, 90560, 94846, 56073, 232953, 202567, 40844, 226723, 12590, 224428, 180091, 184785, 63352, 212881, 162121, 19832, 189505]","[20282, 232169, 193965, 10445, 101897, 69460, 18982, 175894, 90141, 54914, 134938, 236787, 56795, 103174, 194103, 137693, 168172, 11186, 16577, 136838, 249056, 153556, 210766, 152632, 135829, 64500, 23687, 93639, 76670, 183086, 106434, 249494, 179810, 116264, 218002, 193753, 88240, 103401, 150372, 219196, 19728, 206108, 160307, 67172, 42380, 22428, 181654, 129717, 195454, 124608]","[204757, 49148, 130471, 158929, 185907, 176179, 15745, 175894, 144593, 5281, 250227, 146055, 193753, 84170, 134065, 122033, 68396, 50205, 91601, 219267, 225062, 8095, 137234, 87639, 9057, 186385, 192425, 137726, 241245, 18982, 233989, 86214, 43244, 99221, 97867, 225984, 61294, 206489, 21890, 131011, 223462, 2086, 3678, 70951, 248389, 52170, 43462, 3145, 137664, 38859]","[242528, 181349, 130606, 50040, 219637, 56073, 61398, 188391, 61260, 212824, 239354, 172218, 121753, 125095, 194103, 183230, 126665, 62935, 235686, 40844, 181016, 189505, 80649, 114050, 133361, 114863, 10612, 202715, 126452, 156542, 14025, 102959, 59054, 160645, 212706, 93639, 122581, 120438, 231156, 206589, 158471, 65261, 151682, 219531, 173380, 105942, 43876, 161013, 90874, 206097]"
802,3,"['33022' '140305' '171852' '185533' '225940' '174872' '139828' '12139'
 '51402' '107732']","[221070, 208760, 111145, 138930, 228994, 37853, 22845, 106943, 157434, 59077, 19208, 119659, 1238, 67847, 23452, 112722, 191325, 252062, 183267, 203626, 240518, 186839, 87268, 134847, 148631, 249085, 99586, 130776, 249589, 107529, 236037, 216803, 119043, 129567, 167693, 3789, 116666, 143624, 153025, 222415, 112471, 93585, 230686, 173601, 79185, 70662, 26423, 178185, 29157, 88154]","[191313, 34319, 249870, 216260, 140469, 244627, 163571, 183688, 33445, 195238, 174692, 168972, 113368, 237978, 51805, 32244, 57996, 225940, 243916, 89133, 196631, 154321, 47657, 115704, 247820, 146012, 51431, 139257, 171852, 15268, 212881, 22005, 15671, 140305, 162412, 149636, 5889, 56073, 202567, 185533, 149710, 127173, 24004, 61398, 82540, 236401, 126786, 42652, 50040, 186852]","[191471, 87404, 72820, 51993, 162725, 37624, 186289, 29246, 1044, 112292, 231119, 206032, 135289, 191313, 174796, 100372, 219637, 233524, 208248, 228478, 27914, 30131, 164504, 185972, 181780, 102192, 217598, 43966, 224389, 57996, 106748, 178937, 38199, 34419, 10309, 241249, 183651, 103124, 121231, 157218, 111552, 96343, 24935, 129386, 123993, 140469, 174133, 94313, 30048, 108855]","[151297, 112292, 29246, 219637, 10613, 43966, 133507, 38667, 194645, 228478, 70705, 56156, 182158, 77444, 22640, 43712, 217598, 177254, 167378, 140469, 140796, 22830, 76733, 206604, 17758, 184029, 114768, 15671, 100372, 35634, 186289, 191313, 150180, 107627, 32244, 54267, 16023, 3916, 149608, 87404, 88393, 168722, 101997, 215181, 79997, 244769, 114097, 102192, 57167, 176525]","[191313, 34319, 249870, 140469, 244627, 174692, 216260, 163571, 195238, 168972, 33445, 113368, 57996, 183688, 237978, 225940, 51805, 243916, 89133, 32244, 196631, 146012, 115704, 162412, 171852, 24004, 47657, 154321, 140305, 22005, 15268, 5889, 247820, 56073, 15671, 185533, 212881, 202567, 149710, 229720, 82540, 51431, 139257, 236401, 71308, 127173, 42652, 61398, 126786, 50040]"
857,1,"['229720' '82821' '218271' '16078' '86424' '169405' '171334' '241891'
 '138601' '153789']","[142019, 123320, 230722, 208937, 154819, 183998, 160825, 225947, 10355, 109033, 81541, 42696, 58275, 216093, 188221, 143153, 202882, 191930, 142562, 150103, 155793, 164632, 31431, 37606, 179591, 107316, 160134, 212018, 12842, 216912, 110364, 31607, 230812, 100915, 201966, 51524, 63027, 175632, 67486, 27846, 21039, 42704, 28827, 152123, 23506, 86786, 172417, 102309, 14784, 150603]","[216374, 86790, 53497, 143123, 140314, 180201, 54047, 68844, 72522, 209437, 207513, 84826, 168606, 249109, 184725, 153789, 215457, 30051, 58505, 242528, 251689, 65433, 50047, 216240, 190816, 8445, 5894, 229720, 210354, 27071, 195884, 230184, 234425, 86135, 151584, 166690, 247450, 191316, 29920, 152463, 122336, 124237, 19825, 7627, 241787, 143095, 240000, 24902, 181596, 20673]","[29052, 26659, 250306, 208248, 245084, 123704, 93035, 180201, 129186, 237495, 251276, 97904, 121753, 234445, 19278, 219881, 154312, 149917, 235367, 33309, 14364, 3939, 241891, 58917, 242528, 221079, 142387, 162254, 71907, 35237, 232281, 83954, 122336, 218275, 190011, 235722, 53497, 206182, 87806, 176295, 63352, 145268, 73995, 193787, 97301, 39491, 56156, 104302, 167186, 17147]","[123704, 26659, 250306, 208248, 235367, 93035, 53497, 229720, 237495, 149917, 221079, 162254, 241891, 242528, 14364, 249785, 245084, 53989, 135948, 141420, 180201, 223858, 129186, 234445, 96552, 16769, 236433, 177254, 235722, 19055, 232281, 225394, 193787, 110708, 35237, 44246, 251276, 25286, 63221, 103098, 218657, 227260, 247320, 153712, 218275, 203643, 97904, 29052, 64550, 48085]","[216374, 86790, 53497, 140314, 143123, 72522, 54047, 180201, 84826, 68844, 207513, 209437, 184725, 168606, 249109, 30051, 153789, 58505, 215457, 242528, 50047, 251689, 190816, 8445, 65433, 216240, 229720, 27071, 5894, 230184, 195884, 151584, 210354, 86135, 234425, 166690, 247450, 152463, 249785, 7627, 122336, 29920, 124237, 24902, 143095, 68163, 191316, 20673, 241787, 250666]"
